tweet_id,retweet_count,favorite_count
730211855403241472,974,3554
730196704625098752,1728,4503
729854734790754305,1035,3777
729838605770891264,345,1625
729823566028484608,1149,3707
729463711119904772,2133,5399
729113531270991872,292,1761
728986383096946689,747,2931
728760639972315136,1573,4358
728751179681943552,626,2596
728653952833728512,961,3103
728409960103686147,1856,4587
728387165835677696,889,3471
728046963732717569,1103,4009
728035342121635841,1540,4239
728015554473250816,1015,3857
727685679342333952,584,2782
727644517743104000,1613,5480
727524757080539137,1109,4181
727314416056803329,685,3111
727286334147182592,761,2866
727175381690781696,1267,3643
727155742655025152,1219,3383
726935089318363137,2250,6410
726887082820554753,1392,3583
726828223124897792,934,3349
726224900189511680,1057,4146
725842289046749185,2461,6626
725786712245440512,1267,3914
725729321944506368,1636,4863
725458796924002305,568,1324
724983749226668032,1190,3494
724771698126512129,576,2193
724405726123311104,1540,4939
724049859469295616,1650,4047
724046343203856385,521,2499
724004602748780546,1415,3900
723912936180330496,1148,3651
723688335806480385,2686,7164
723673163800948736,829,2837
723179728551723008,1725,4935
722974582966214656,1456,3837
722613351520608256,1515,4651
721503162398597120,1670,4305
721001180231503872,565,2380
720785406564900865,709,2895
720775346191278080,594,2296
720415127506415616,1387,3861
720389942216527872,2297,5957
720340705894408192,901,2668
720059472081784833,1037,3609
720043174954147842,1860,4645
719991154352222208,1612,4542
719704490224398336,1316,4248
719551379208073216,1750,4723
719367763014393856,697,2629
719339463458033665,1143,4178
719332531645071360,877,3226
718971898235854848,999,3252
718939241951195136,1618,4890
718631497683582976,7373,17647
718613305783398402,437,2289
718540630683709445,942,2282
718460005985447936,485,2535
718454725339934721,1400,4564
718246886998687744,456,1789
718234618122661888,925,3627
717841801130979328,555,2307
717790033953034240,1005,2671
717537687239008257,1699,5405
717428917016076293,414,1509
717421804990701568,773,2929
717047459982213120,1765,5882
717009362452090881,888,3029
716802964044845056,1075,4028
716791146589110272,1470,7756
716730379797970944,403,1151
716447146686459905,5415,12214
716439118184652801,195,2234
716285507865542656,979,2600
716080869887381504,1745,6354
715928423106027520,809,2982
715758151270801409,1315,3475
715733265223708672,1559,4372
715704790270025728,526,2602
715696743237730304,1192,3671
715680795826982913,1476,4023
715360349751484417,1434,5111
715342466308784130,634,2841
715220193576927233,598,2256
715200624753819648,1723,4826
715009755312439296,1132,3881
714982300363173890,952,3487
714962719905021952,3926,6880
714957620017307648,1300,3878
714631576617938945,914,3064
714606013974974464,853,3399
714485234495041536,1036,2496
714258258790387713,682,2860
714251586676113411,777,3077
714214115368108032,811,2145
714141408463036416,1301,4062
713919462244790272,736,3089
713909862279876608,498,1779
713900603437621249,679,2662
713761197720473600,1260,4535
713411074226274305,1205,4156
713177543487135744,2642,6754
713175907180089344,1355,4156
712809025985978368,6190,17826
712717840512598017,4586,11501
712668654853337088,1122,3888
712438159032893441,1444,4982
712309440758808576,24,222
712097430750289920,957,3530
712092745624633345,826,2752
712085617388212225,449,3070
712065007010385924,578,2101
711998809858043904,122,0
711968124745228288,2134,7536
711743778164514816,922,2662
711732680602345472,3763,8224
711694788429553666,16933,30758
711652651650457602,837,3612
711363825979756544,1040,3379
711306686208872448,687,3100
711008018775851008,568,2796
710997087345876993,1278,4283
710844581445812225,631,2381
710833117892898816,491,2516
710658690886586372,527,2175
710609963652087808,2198,4496
710588934686908417,1727,4244
710296729921429505,682,2240
710283270106132480,489,2030
710272297844797440,1165,4216
710269109699739648,1032,2235
710153181850935296,830,2728
710140971284037632,821,2562
710117014656950272,1826,5105
709918798883774466,1008,3284
709901256215666688,96,616
709852847387627521,1112,3280
709566166965075968,1103,3319
709556954897764353,993,3071
709519240576036864,220,1408
709449600415961088,530,2057
709409458133323776,638,2476
709225125749587968,529,2249
709207347839836162,5299,11625
709198395643068416,598,2301
709179584944730112,622,1888
709158332880297985,376,1903
709042156699303936,1510,4417
708853462201716736,603,1687
708845821941387268,828,2778
708834316713893888,465,1577
708810915978854401,6375,15470
708738143638450176,756,2577
708711088997666817,659,2373
708479650088034305,634,2382
708469915515297792,749,2897
708400866336894977,9247,14907
708356463048204288,1226,3355
708349470027751425,685,2220
708149363256774660,1440,4044
708130923141795840,796,3162
708119489313951744,911,2512
708109389455101952,513,1828
708026248782585858,1786,4129
707995814724026368,1035,2923
707983188426153984,2,46
707969809498152960,887,2530
707776935007539200,885,3065
707741517457260545,565,2326
707738799544082433,2250,3796
707693576495472641,927,3182
707629649552134146,802,2403
707610948723478529,5836,15882
707420581654872064,646,2108
707411934438625280,555,2152
707387676719185920,1168,3272
707377100785885184,998,3059
707315916783140866,592,2326
707297311098011648,723,2617
707059547140169728,628,2436
707038192327901184,732,2047
707021089608753152,1249,3808
707014260413456384,552,2156
706904523814649856,7247,13659
706901761596989440,536,1916
706681918348251136,905,3083
706644897839910912,1009,2393
706593038911545345,591,2025
706538006853918722,1327,3257
706516534877929472,949,2928
706346369204748288,861,3234
706310011488698368,7275,19873
706291001778950144,443,1600
706265994973601792,862,2566
706169069255446529,2043,3652
706166467411222528,1484,4810
706153300320784384,351,1390
705975130514706432,672,2911
705970349788291072,818,2983
705898680587526145,508,2224
705786532653883392,477,1824
705591895322394625,1053,2967
705475953783398401,850,2796
705442520700944385,1488,4129
705428427625635840,1547,3570
705239209544720384,690,2814
705223444686888960,737,2416
705102439679201280,481,2008
705066031337840642,563,2050
704871453724954624,1038,4027
704859558691414016,490,2110
704847917308362754,1400,4776
704819833553219584,908,2480
704761120771465216,2694,6233
704499785726889984,923,2705
704491224099647488,73,699
704480331685040129,996,3193
704364645503647744,3288,7468
704347321748819968,320,1475
704134088924532736,416,1409
704113298707505153,528,1744
704054845121142784,856,2749
703774238772166656,412,1738
703769065844768768,1042,3054
703631701117943808,611,2402
703611486317502464,1411,3608
703425003149250560,1250,3554
703407252292673536,638,2292
703382836347330562,1050,3270
703356393781329922,356,1801
703268521220972544,502,1853
703079050210877440,2859,6930
703041949650034688,11500,24717
702932127499816960,667,2411
702899151802126337,417,1506
702684942141153280,983,3036
702671118226825216,515,2045
702598099714314240,3183,11494
702539513671897089,887,2695
702332542343577600,1421,2974
702321140488925184,971,3082
702276748847800320,710,2321
702217446468493312,1244,4476
701981390485725185,910,3223
701952816642965504,946,3604
701889187134500865,1284,3318
701805642395348998,1539,3191
701601587219795968,425,1971
701570477911896070,865,2633
701545186879471618,566,2502
701214700881756160,4728,11458
700890391244103680,522,2076
700864154249383937,577,2440
700847567345688576,458,2319
700796979434098688,872,2283
700747788515020802,8598,21354
700518061187723268,737,2445
700505138482569216,533,2148
700462010979500032,1648,3842
700167517596164096,670,2476
700151421916807169,622,2093
700143752053182464,2494,7040
700062718104104960,628,2479
700029284593901568,539,1948
700002074055016451,1233,3082
699801817392291840,872,2818
699788877217865730,477,2100
699779630832685056,1136,2554
699775878809702401,555,1835
699691744225525762,4246,9625
699446877801091073,2434,5604
699434518667751424,473,2054
699423671849451520,297,1272
699413908797464576,583,1959
699370870310113280,400,1776
699323444782047232,794,2945
699088579889332224,576,2119
699079609774645248,593,2294
699072405256409088,1101,2777
699060279947165696,1658,3506
699036661657767936,1117,2440
698989035503689728,892,3125
698953797952008193,845,2527
698907974262222848,567,2378
698710712454139905,630,2311
698703483621523456,345,1347
698635131305795584,321,1216
698549713696649216,573,2182
698355670425473025,407,1727
698342080612007937,890,2119
698262614669991936,1826,4469
698195409219559425,5539,15767
698178924120031232,689,2636
697995514407682048,311,1434
697990423684476929,1193,3072
697943111201378304,625,2243
697881462549430272,1073,2832
697630435728322560,504,1627
697616773278015490,936,2930
697596423848730625,1163,2817
697575480820686848,465,1915
697516214579523584,1022,1911
697482927769255936,619,2276
697463031882764288,1291,3220
697270446429966336,1742,4422
697259378236399616,919,3089
697255105972801536,1077,2879
697242256848379904,626,2371
696900204696625153,956,2961
696894894812565505,632,2205
696886256886657024,1652,4524
696877980375769088,655,2297
696754882863349760,331,1388
696744641916489729,856,1930
696713835009417216,599,2216
696518437233913856,1598,3681
696490539101908992,129,1148
696488710901260288,945,2346
696405997980676096,1068,2990
696100768806522880,598,1810
695816827381944320,1071,2810
695794761660297217,721,2961
695767669421768709,677,1738
695629776980148225,1932,4271
695446424020918272,1685,4158
695409464418041856,3317,8123
695314793360662529,1329,3391
695095422348574720,564,2498
695074328191332352,1018,2654
695064344191721472,537,1502
695051054296211456,732,2472
694925794720792577,843,2536
694905863685980160,861,2578
694669722378485760,13294,33585
694356675654983680,260,1415
694352839993344000,558,1905
694342028726001664,446,1493
694329668942569472,464,1865
694206574471057408,1888,3879
694183373896572928,859,2757
694001791655137281,942,3195
693993230313091072,372,1770
693942351086120961,336,1647
693647888581312512,532,2520
693644216740769793,116,1280
693642232151285760,383,2394
693629975228977152,737,2297
693622659251335168,343,1439
693590843962331137,1812,4733
693582294167244802,228,1542
693486665285931008,583,1664
693280720173801472,1145,3137
693267061318012928,744,2227
693262851218264065,460,2070
693231807727280129,689,2712
693155686491000832,2962,7385
693109034023534592,562,1598
693095443459342336,419,1734
692919143163629568,710,2546
692905862751522816,813,2271
692901601640583168,553,1643
692894228850999298,730,2116
692828166163931137,823,2699
692752401762250755,3370,6393
692568918515392513,1428,4091
692535307825213440,1258,2952
692530551048294401,377,1734
692423280028966913,203,1390
692417313023332352,3197,8791
692187005137076224,760,2377
692158366030913536,736,2009
692142790915014657,361,1540
692041934689402880,1165,3173
692017291282812928,889,2717
691820333922455552,1529,3724
691793053716221953,3909,7609
691756958957883396,911,2650
691675652215414786,469,1831
691483041324204033,514,2238
691459709405118465,1045,3786
691444869282295808,769,2468
691416866452082688,7050,18150
691321916024623104,615,2420
691096613310316544,817,2799
691090071332753408,313,1629
690989312272396288,2662,5537
690959652130045952,1135,3360
690938899477221376,1787,3830
690932576555528194,930,3078
690735892932222976,1175,3548
690728923253055490,477,2034
690690673629138944,764,2188
690649993829576704,253,1225
690607260360429569,15,283
690597161306841088,560,1817
690400367696297985,418,1777
690374419777196032,781,3031
690360449368465409,813,2489
690348396616552449,477,1398
690248561355657216,376,1566
690021994562220032,942,2626
690015576308211712,676,2346
690005060500217858,1564,3434
689999384604450816,336,1331
689993469801164801,419,1370
689977555533848577,418,1286
689905486972461056,638,2295
689877686181715968,1069,2850
689835978131935233,699,2045
689661964914655233,863,3040
689659372465688576,3562,9694
689623661272240129,593,2074
689599056876867584,5122,10927
689557536375177216,419,1935
689517482558820352,1318,3191
689289219123089408,865,2109
689283819090870273,1023,3064
689280876073582592,648,1856
689275259254616065,232,1075
689255633275777024,1000,2399
689154315265683456,915,2895
689143371370250240,465,1889
688916208532455424,789,2539
688908934925697024,712,1974
688898160958271489,722,1957
688894073864884227,633,2094
688828561667567616,334,1292
688804835492233216,174,905
688789766343622656,614,2089
688547210804498433,645,2436
688519176466644993,673,2184
688385280030670848,4152,8690
688211956440801280,775,2111
688179443353796608,540,2006
688116655151435777,710,2653
688064179421470721,330,1631
687841446767013888,2299,5102
687826841265172480,1032,2563
687818504314159109,886,2318
687807801670897665,667,2234
687732144991551489,613,1649
687704180304273409,776,2275
687664829264453632,476,1824
687494652870668288,535,1785
687480748861947905,222,1501
687476254459715584,493,1851
687460506001633280,498,1935
687399393394311168,568,1780
687317306314240000,8503,18940
687312378585812992,1762,4087
687127927494963200,2087,5059
687124485711986689,468,2049
687109925361856513,2279,5449
687102708889812993,887,2193
687096057537363968,560,2108
686947101016735744,2961,8115
686760001961103360,1284,3291
686749460672679938,1338,3249
686730991906516992,1112,3867
686683045143953408,748,2647
686618349602762752,1262,3464
686606069955735556,502,1779
686394059078897668,641,1625
686386521809772549,810,3050
686377065986265092,522,2079
686358356425093120,609,2026
686286779679375361,1555,3782
686050296934563840,677,2090
686035780142297088,109,1078
686034024800862208,1061,2887
686007916130873345,372,2315
686003207160610816,569,1706
685973236358713344,482,1967
685943807276412928,545,1526
685906723014619143,2638,6997
685681090388975616,114,1917
685667379192414208,517,2209
685663452032069632,1357,3016
685641971164143616,705,2729
685547936038666240,14367,30822
685532292383666176,1057,2846
685325112850124800,3641,8807
685321586178670592,589,2489
685315239903100929,959,3081
685307451701334016,405,1954
685268753634967552,1096,2901
685198997565345792,608,2181
685169283572338688,1308,3845
684969860808454144,336,2244
684959798585110529,2870,6378
684940049151070208,958,2993
684926975086034944,427,3271
684914660081053696,1346,3273
684902183876321280,479,1746
684880619965411328,741,1955
684830982659280897,20052,32846
684800227459624960,923,2552
684594889858887680,3236,8329
684588130326986752,1303,3862
684567543613382656,1121,2803
684538444857667585,873,2473
684481074559381504,1091,3630
684460069371654144,514,1849
684241637099323392,3003,7600
684225744407494656,189,1167
684222868335505415,1262,3583
684200372118904832,965,2011
684195085588783105,466,1783
684188786104872960,1074,3283
684177701129875456,603,1891
684147889187209216,1400,2801
684122891630342144,433,1885
684097758874210310,1328,3849
683857920510050305,1039,3573
683852578183077888,322,1815
683849932751646720,869,2444
683834909291606017,1043,2460
683828599284170753,980,2620
683773439333797890,1243,3121
683742671509258241,3066,6058
683515932363329536,2664,6888
683498322573824003,891,2976
683481228088049664,921,2498
683462770029932544,629,2276
683449695444799489,1483,3633
683391852557561860,2212,7162
683357973142474752,840,2713
683142553609318400,959,2684
683111407806746624,833,3187
683098815881154561,598,2033
683078886620553216,524,1883
683030066213818368,686,2021
682962037429899265,15118,34311
682808988178739200,156,1654
682788441537560576,1034,2318
682750546109968385,404,1420
682697186228989953,339,1234
682662431982772225,1004,2858
682638830361513985,547,1934
682429480204398592,1066,3220
682406705142087680,1616,7081
682393905736888321,612,2104
682389078323662849,435,1570
682303737705140231,901,2874
682259524040966145,1103,3874
682242692827447297,1062,3025
682088079302213632,9048,17040
682059653698686977,1561,4608
682047327939461121,863,2988
682032003584274432,1843,6158
682003177596559360,1388,2909
681981167097122816,941,2632
681891461017812993,761,2304
681694085539872773,3763,12000
681679526984871937,407,1657
681654059175129088,835,2458
681610798867845120,429,1769
681579835668455424,1201,3304
681523177663676416,5296,13358
681340665377193984,249,1539
681339448655802368,3763,8688
681320187870711809,682,2453
681302363064414209,1666,3669
681297372102656000,877,3010
681281657291280384,1016,3023
681261549936340994,245,1353
681242418453299201,482,1387
681231109724700672,455,2263
681193455364796417,1368,3467
680970795137544192,599,2245
680959110691590145,1848,4280
680940246314430465,955,2973
680934982542561280,404,1948
680913438424612864,571,2249
680889648562991104,335,1641
680836378243002368,1216,3227
680805554198020098,619,2017
680801747103793152,756,2226
680798457301471234,952,2642
680609293079592961,645,2452
680583894916304897,1217,3370
680497766108381184,1770,3954
680494726643068929,448,1598
680473011644985345,693,2383
680440374763077632,457,1349
680221482581123072,272,1386
680206703334408192,1074,2636
680191257256136705,456,2011
680176173301628928,1423,3613
680161097740095489,681,2177
680145970311643136,1597,3387
680130881361686529,869,2140
680115823365742593,844,2535
680100725817409536,1273,3354
680085611152338944,8289,11934
680070545539371008,793,2426
679877062409191424,595,1836
679872969355714560,609,2048
679862121895714818,565,2295
679854723806179328,1129,2651
679844490799091713,700,2219
679828447187857408,12832,33696
679777920601223168,1011,2895
679736210798047232,730,1951
679729593985699840,767,2018
679722016581222400,433,1559
679530280114372609,1921,4443
679527802031484928,660,2461
679511351870550016,1164,3123
679503373272485890,1356,2957
679475951516934144,593,1949
679462823135686656,17230,29287
679405845277462528,1092,2210
679158373988876288,7362,19715
679148763231985668,951,2589
679132435750195208,1055,2753
679111216690831360,2363,5510
679062614270468097,7334,15717
679047485189439488,599,2084
679001094530465792,1117,2641
678991772295516161,1044,2114
678969228704284672,419,1525
678800283649069056,830,2381
678798276842360832,1052,3202
678774928607469569,833,2608
678767140346941444,1253,3273
678764513869611008,429,1507
678755239630127104,2982,6579
678740035362037760,1513,3444
678708137298427904,2229,5209
678675843183484930,1335,2641
678643457146150913,365,1905
678446151570427904,1396,3713
678424312106393600,2329,5064
678410210315247616,1638,3891
678399652199309312,29079,74571
678396796259975168,381,1480
678389028614488064,386,1731
678380236862578688,836,2269
678341075375947776,480,1597
678334497360859136,228,1194
678278586130948096,5582,10580
678255464182861824,337,1474
678023323247357953,347,1767
678021115718029313,5732,12566
677961670166224897,1553,3174
677918531514703872,375,1239
677895101218201600,1883,4458
677716515794329600,894,2825
677700003327029250,1315,3152
677698403548192770,293,1136
677687604918272002,775,2301
677673981332312066,1371,3083
677662372920729601,861,1802
677644091929329666,742,1731
677573743309385728,623,1964
677565715327688705,420,1211
677557565589463040,1044,2265
677547928504967168,3353,6414
677530072887205888,209,982
677335745548390400,1577,2796
677334615166730240,257,1249
677331501395156992,213,1001
677328882937298944,1375,3390
677314812125323265,480,1527
677301033169788928,361,1130
677269281705472000,649,1824
677228873407442944,1494,3267
677187300187611136,830,2526
676975532580409345,971,2569
676957860086095872,735,2069
676949632774234114,359,1207
676948236477857792,787,1990
676946864479084545,334,1601
676942428000112642,680,1908
676936541936185344,4505,11795
676916996760600576,1647,2735
676897532954456065,657,2079
676864501615042560,643,1930
676821958043033607,14045,21047
676819651066732545,605,1677
676811746707918848,391,1327
676776431406465024,1829,4596
676617503762681856,868,2658
676613908052996102,184,1005
676606785097199616,394,1750
676603393314578432,348,1063
676593408224403456,1943,4197
676590572941893632,112,850
676588346097852417,713,2114
676582956622721024,252,1096
676575501977128964,1015,2370
676533798876651520,501,1723
676496375194980353,475,1404
676470639084101634,4254,10747
676440007570247681,604,1594
676430933382295552,308,1284
676263575653122048,490,1919
676237365392908289,255,1107
676219687039057920,28108,70545
676215927814406144,524,1596
676191832485810177,937,2086
676146341966438401,606,1777
676121918416756736,1049,1986
676101918813499392,1064,2612
676098748976615425,1272,2726
676089483918516224,399,1205
675898130735476737,517,1478
675891555769696257,777,1954
675888385639251968,852,2163
675878199931371520,1267,3822
675870721063669760,512,1496
675853064436391936,1162,2464
675849018447167488,127,875
675845657354215424,792,2087
675822767435051008,484,1401
675820929667219457,215,970
675798442703122432,3111,9457
675781562965868544,426,1481
675740360753160193,302,1083
675710890956750848,734,1721
675707330206547968,617,1809
675706639471788032,86,595
675534494439489536,369,1685
675531475945709568,342,1087
675522403582218240,254,951
675517828909424640,415,1174
675501075957489664,5306,15779
675497103322386432,1167,2865
675489971617296384,537,1171
675483430902214656,875,1685
675432746517426176,513,1383
675372240448454658,465,1549
675362609739206656,199,965
675354435921575936,15101,29850
675349384339542016,2041,3587
675334060156301312,1154,2517
675166823650848770,1400,3227
675153376133427200,2299,5687
675149409102012420,1526,3412
675147105808306176,204,854
675146535592706048,260,1073
675145476954566656,799,1939
675135153782571009,420,1183
675113801096802304,699,1765
675111688094527488,220,876
675109292475830276,1010,2555
675047298674663426,280,950
675015141583413248,1062,2463
675006312288268288,206,889
675003128568291329,417,1413
674999807681908736,978,2026
674805413498527744,321,779
674800520222154752,767,2739
674793399141146624,974,2266
674790488185167872,220,1006
674788554665512960,184,731
674781762103414784,1067,1829
674774481756377088,420,1001
674767892831932416,704,1652
674764817387900928,204,712
674754018082705410,392,1239
674752233200820224,410,1328
674743008475090944,481,1275
674742531037511680,46,436
674739953134403584,336,985
674737130913071104,81,589
674690135443775488,418,1043
674670581682434048,582,1472
674664755118911488,211,826
674646392044941312,435,1303
674644256330530816,249,947
674638615994089473,525,1536
674632714662858753,513,1363
674606911342424069,87,847
674468880899788800,1816,5651
674447403907457024,316,969
674436901579923456,350,1009
674422304705744896,479,1304
674416750885273600,119,625
674410619106390016,411,1088
674394782723014656,503,1360
674372068062928900,282,776
674330906434379776,68,517
674318007229923329,459,1275
674307341513269249,6162,10302
674291837063053312,5235,13379
674271431610523648,658,1415
674269164442398721,208,834
674265582246694913,747,1480
674262580978937856,397,1199
674255168825880576,481,1328
674082852460433408,147,695
674075285688614912,250,904
674063288070742018,1942,5821
674053186244734976,1151,2999
674051556661161984,440,1314
674045139690631169,574,1284
674042553264685056,114,646
674038233588723717,375,1001
674036086168010753,184,772
674024893172875264,1103,1604
674019345211760640,271,1031
674014384960745472,571,1419
674008982932058114,312,1100
673956914389192708,855,1779
673919437611909120,331,1067
673906403526995968,1470,2896
673887867907739649,226,856
673716320723169284,681,2817
673715861853720576,1840,3207
673711475735838725,269,953
673709992831262724,240,765
673708611235921920,260,969
673707060090052608,352,1003
673705679337693185,365,1139
673700254269775872,511,1300
673697980713705472,1728,3570
673689733134946305,586,1575
673688752737402881,445,1145
673686845050527744,387,1297
673680198160809984,421,1244
673662677122719744,334,1145
673656262056419329,207,658
673636718965334016,323,1004
673612854080196609,646,1444
673583129559498752,320,1083
673580926094458881,243,752
673576835670777856,501,1250
673363615379013632,268,939
673359818736984064,603,1313
673355879178194945,508,1360
673352124999274496,480,1515
673350198937153538,187,693
673345638550134785,1126,2265
673343217010679808,242,875
673342308415348736,506,1160
673320132811366400,6983,12163
673317986296586240,221,800
673295268553605120,2812,6837
673270968295534593,322,973
673240798075449344,629,1292
673213039743795200,737,2008
673148804208660480,558,1519
672997845381865473,636,1780
672995267319328768,261,855
672988786805112832,257,886
672984142909456390,481,1132
672980819271634944,900,1651
672975131468300288,799,1520
672970152493887488,315,853
672968025906282496,482,1202
672964561327235073,572,1279
672902681409806336,435,1246
672898206762672129,372,812
672884426393653248,750,1393
672877615439593473,316,923
672834301050937345,511,1178
672828477930868736,429,1126
672640509974827008,283,888
672622327801233409,428,1175
672614745925664768,522,1108
672609152938721280,341,988
672604026190569472,348,990
672594978741354496,539,1194
672591762242805761,292,859
672591271085670400,164,651
672538107540070400,323,924
672523490734551040,149,560
672488522314567680,382,1011
672482722825261057,530,1008
672481316919734272,114,650
672475084225949696,622,1316
672466075045466113,462,1216
672272411274932228,2994,5813
672267570918129665,547,1342
672264251789176834,295,1024
672256522047614977,1345,2558
672254177670729728,664,1297
672248013293752320,531,1565
672245253877968896,137,616
672239279297454080,281,813
672231046314901505,900,1639
672222792075620352,179,713
672205392827572224,1026,2021
672169685991993344,326,922
672160042234327040,310,786
672139350159835138,613,1572
672125275208069120,1010,2145
672095186491711488,331,889
672082170312290304,325,850
672068090318987265,450,1154
671896809300709376,3731,7728
671891728106971137,499,1188
671882082306625538,1240,3155
671879137494245376,589,1273
671874878652489728,489,1125
671866342182637568,428,1013
671855973984772097,383,805
671789708968640512,3058,6408
671768281401958400,441,1069
671763349865160704,800,1509
671744970634719232,675,1226
671743150407421952,208,682
671735591348891648,670,1309
671729906628341761,3875,7635
671561002136281088,6433,11567
671550332464455680,189,820
671547767500775424,510,1220
671544874165002241,911,1755
671542985629241344,495,974
671538301157904385,340,844
671536543010570240,355,1055
671533943490011136,511,911
671528761649688577,224,755
671520732782923777,464,1245
671518598289059840,260,845
671511350426865664,619,1440
671504605491109889,3193,6327
671497587707535361,401,838
671488513339211776,426,897
671486386088865792,177,521
671485057807351808,203,688
671390180817915904,668,1295
671362598324076544,264,996
671357843010908160,135,357
671355857343524864,107,431
671347597085433856,379,850
671186162933985280,184,653
671182547775299584,293,993
671166507850801152,309,788
671163268581498880,983,1479
671159727754231808,71,319
671154572044468225,193,634
671151324042559489,134,594
671147085991960577,198,593
671141549288370177,580,1039
671138694582165504,353,830
671134062904504320,168,659
671122204919246848,2227,3125
671115716440031232,691,1233
671109016219725825,387,1024
670995969505435648,251,985
670842764863651840,7705,22391
670840546554966016,169,525
670838202509447168,610,995
670833812859932673,111,383
670832455012716544,188,657
670826280409919488,3577,4945
670823764196741120,165,687
670822709593571328,84,548
670815497391357952,1348,2826
670811965569282048,236,1005
670807719151067136,437,1058
670804601705242624,841,1764
670803562457407488,81,311
670797304698376195,209,668
670792680469889025,240,742
670789397210615808,212,593
670786190031921152,175,541
670783437142401025,341,749
670782429121134593,673,1382
670780561024270336,257,716
670778058496974848,63,302
670764103623966721,380,971
670755717859713024,93,395
670733412878163972,457,862
670727704916926465,320,747
670717338665226240,426,1072
670704688707301377,327,700
670691627984359425,216,528
670679630144274432,251,675
670676092097810432,36,219
670668383499735048,4410,9588
670474236058800128,650,1359
670468609693655041,79,323
670465786746662913,483,872
670452855871037440,180,496
670449342516494336,580,1091
670444955656130560,1765,6143
670442337873600512,178,585
670435821946826752,452,958
670434127938719744,572,1280
670433248821026816,101,298
670428280563085312,536,1259
670427002554466305,144,472
670421925039075328,562,1165
670420569653809152,277,548
670417414769758208,291,512
670411370698022913,789,1819
670408998013820928,194,496
670403879788544000,133,387
670385711116361728,180,506
670374371102445568,241,683
670361874861563904,58,296
670338931251150849,99,384
670319130621435904,1089,3521
670303360680108032,113,395
670290420111441920,255,633
670093938074779648,289,927
670086499208155136,224,630
670079681849372674,1079,1994
670073503555706880,693,1406
670069087419133954,209,562
670061506722140161,296,679
670055038660800512,286,601
670046952931721218,157,580
670040295598354432,100,676
670037189829525505,245,531
670003130994700288,83,297
669993076832759809,72,294
669972011175813120,138,402
669970042633789440,48,273
669942763794931712,139,452
669926384437997569,84,344
669923323644657664,53,207
669753178989142016,349,718
669749430875258880,58,232
669684865554620416,75,457
669683899023405056,96,344
669682095984410625,119,316
669680153564442624,250,598
669661792646373376,375,725
669625907762618368,1601,3174
669603084620980224,322,863
669597912108789760,136,456
669583744538451968,824,1339
669573570759163904,122,395
669571471778410496,901,1432
669567591774625800,47,208
669564461267722241,106,346
669393256313184256,63,320
669375718304980992,644,1196
669371483794317312,151,443
669367896104181761,136,412
669363888236994561,204,564
669359674819481600,104,337
669354382627049472,1116,2424
669353438988365824,233,569
669351434509529089,162,387
669328503091937280,374,919
669327207240699904,109,511
669324657376567296,188,446
669216679721873412,355,1075
669214165781868544,139,393
669203728096960512,416,903
669037058363662336,273,586
669015743032369152,329,664
669006782128353280,215,522
669000397445533696,5616,18953
668994913074286592,197,394
668992363537309700,298,667
668989615043424256,296,604
668988183816871936,399,813
668986018524233728,144,489
668981893510119424,266,494
668979806671884288,301,718
668975677807423489,511,1165
668967877119254528,18,129
668960084974809088,215,629
668955713004314625,65,245
668932921458302977,51,229
668902994700836864,89,282
668892474547511297,130,361
668872652652679168,270,479
668852170888998912,141,414
668826086256599040,116,389
668815180734689280,230,506
668779399630725120,327,644
668655139528511488,195,482
668645506898350081,466,792
668643542311546881,457,795
668641109086707712,477,959
668636665813057536,440,932
668633411083464705,1405,2509
668631377374486528,286,635
668627278264475648,99,285
668625577880875008,113,339
668623201287675904,660,1273
668620235289837568,35,186
668614819948453888,279,553
668587383441514497,941,1500
668567822092664832,49,210
668544745690562560,202,461
668542336805281792,183,406
668537837512433665,63,229
668528771708952576,195,413
668507509523615744,90,285
668496999348633600,117,365
668484198282485761,211,376
668480044826800133,130,407
668466899341221888,451,787
668297328638447616,259,567
668291999406125056,29,218
668286279830867968,122,449
668274247790391296,204,740
668268907921326080,209,495
668256321989451776,531,1164
668248472370458624,414,857
668237644992782336,2482,5549
668226093875376128,88,259
668221241640230912,174,460
668204964695683073,176,500
668190681446379520,175,582
668171859951755264,163,436
668154635664932864,278,450
668142349051129856,245,516
668113020489474048,211,601
667937095915278337,707,1125
667924896115245057,97,268
667915453470232577,49,189
667911425562669056,254,437
667902449697558528,344,776
667886921285246976,934,1674
667885044254572545,411,745
667878741721415682,105,354
667873844930215936,352,564
667866724293877760,915,2749
667861340749471744,72,224
667832474953625600,56,263
667806454573760512,430,942
667801013445750784,83,290
667793409583771648,291,622
667782464991965184,214,367
667773195014021121,46,210
667766675769573376,192,385
667728196545200128,130,331
667724302356258817,277,435
667550904950915073,29,0
667550882905632768,26,0
667549055577362432,1990,5186
667546741521195010,110,305
667544320556335104,470,772
667538891197542400,58,178
667534815156183040,459,730
667530908589760512,209,419
667524857454854144,987,1527
667517642048163840,169,335
667509364010450944,1885,6157
667502640335572993,196,491
667495797102141441,233,466
667491009379606528,196,467
667470559035432960,85,227
667455448082227200,53,173
667453023279554560,75,284
667443425659232256,503,692
667437278097252352,208,404
667435689202614272,78,274
667405339315146752,199,421
667393430834667520,50,173
667369227918143488,147,333
667211855547486208,213,432
667200525029539841,231,556
